"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","CTR","CVD","QC","ms_level"
"FT5014",508.021036685082,508.019607830695,508.021588983845,165.704961704372,165.49736821283,165.912547765538,9,3,2,4,1
"FT5015",508.326333537311,508.325651325575,508.327378525851,146.960593894783,145.883983258345,147.145223124822,10,3,3,4,1
"FT5016",508.317801331016,508.315947707953,508.327935625296,35.6087126065906,32.0656998108638,37.2072330601369,4,3,1,0,1
"FT5017",508.333472920898,508.331317862555,508.343676230697,28.1731945591857,28.1517202506432,29.005990233098,9,3,3,3,1
"FT5018",508.368467279133,508.366936200276,508.369624902453,31.2728593514024,31.1778734457943,31.5145607489286,8,2,3,3,1
"FT5019",508.567464690219,508.565543454786,508.56996988217,147.821799862662,146.72128149848,148.046260395345,9,2,3,4,1
"FT5020",508.608978977295,508.608480258547,508.609484634088,145.40796315634,143.562923003717,146.147539270085,10,3,3,4,1
"FT5021",508.640847833893,508.640001605559,508.642003297932,155.815647775626,155.094015633029,156.210340993887,6,2,1,3,1
"FT5022",508.699289103321,508.697903654288,508.700570585758,147.117816667146,146.163083113509,147.49115493808,8,2,3,3,1
"FT5023",508.713028684314,508.712632482181,508.71338177749,155.596151081412,154.878412295868,155.931155654531,6,3,2,1,1
"FT5024",508.857006955431,508.855776294567,508.857284492762,164.674701968079,163.470383676701,164.867563473002,7,2,1,4,1
"FT5025",508.94020991214,508.939767231002,508.940634130597,197.235119553824,196.207075721854,197.883018940421,4,0,1,3,1
"FT5026",509.005705968445,509.004451642816,509.007754558836,163.83655367717,163.414801404057,164.430145282124,9,3,2,4,1
"FT5027",509.1636666682,509.16203041858,509.164441756262,35.1980883812839,34.5664654604512,37.6467058654386,7,3,3,1,1
"FT5028",509.187390923973,509.186555902493,509.190364867812,27.6025560730272,27.312322295377,27.6161444606053,3,0,3,0,1
"FT5029",509.27805690717,509.276316453498,509.286802339808,32.7960090141975,27.5920052204763,33.3237426696735,10,2,3,4,1
"FT5030",509.322772981153,509.322129432285,509.324009478645,30.7141277904167,30.6237100477579,30.95111719729,7,2,2,3,1
"FT5031",509.328290065783,509.326878462267,509.329949102755,146.828824248617,145.883983258345,147.145223124822,8,2,3,3,1
"FT5032",509.380225507182,509.379673158833,509.381463853904,31.2176237897127,30.9486152859824,31.3292078073754,9,2,3,4,1
"FT5033",509.4035739967,509.402586366839,509.405597967128,28.1621880160229,28.1302459421006,28.1780930366412,8,2,3,3,1
"FT5034",509.74038699606,509.739634864763,509.743413753744,80.940888327719,74.991160908703,81.5747629254947,7,2,1,4,1
"FT5035",509.923472859362,509.923126317332,509.925165597202,167.474963158966,167.157587671363,167.767390463656,6,2,3,1,1
"FT5036",509.93239495703,509.932157119124,509.932994535272,185.085109443435,182.510274591002,187.242455808413,5,3,1,1,1
"FT5037",510.091258222409,510.089909548522,510.092100976101,192.267853237781,191.717889898466,192.469392790687,7,3,3,1,1
"FT5038",510.282010173275,510.271238352496,510.283589631017,32.7960090141975,32.1466863889441,33.3237426696735,10,3,3,4,1
"FT5039",510.435982054519,510.433986541766,510.437726812456,27.607871717938,27.0538283110442,27.8969468279399,7,2,2,3,1
"FT5040",510.566413033298,510.565682153919,510.567095667412,147.875750327769,146.72128149848,148.046260395345,6,1,3,2,1
"FT5041",510.606868484236,510.605997594884,510.608107838699,145.545934449913,143.562923003717,146.163470672657,10,3,3,4,1
"FT5042",510.709823406698,510.709617454749,510.710158690228,156.149247165355,155.652310757602,156.210340993887,5,2,0,3,1
"FT5043",510.783874432521,510.78356447384,510.78404395319,78.9734004093443,76.395979383408,79.4740975986871,4,1,0,3,1
"FT5044",510.846061876874,510.844162850995,510.846688662347,208.236523147618,208.096369467174,208.528789432989,3,0,0,3,1
"FT5045",510.942836214852,510.941806802938,510.944191005522,201.202765048674,200.36440874419,201.47485697032,10,3,3,4,1
"FT5046",510.956148497774,510.954656504583,510.957486417433,35.1380839346229,35.1163856544858,35.3180972746059,3,0,0,3,1
"FT5047",511.010288259567,511.009681344592,511.011350623828,168.397591642488,167.987915344251,168.602070719841,9,3,3,3,1
"FT5048",511.086899064905,511.086435543647,511.088374191177,163.749424428261,163.414801404057,164.152201725624,9,3,3,3,1
"FT5049",511.095315872506,511.092283536192,511.095579063898,191.504946681612,191.4381786702,192.281384687194,3,0,3,0,1
"FT5050",511.209794850091,511.208228490785,511.211981447893,26.4861450106216,26.198937514035,26.4974365311426,10,3,3,4,1
"FT5051",511.265703844987,511.26493150965,511.266676114422,28.1756437979134,27.8811030608319,29.2384044531283,10,3,3,4,1
"FT5052",511.324843788603,511.319216713997,511.324894873886,34.5031277623601,33.843863253912,34.5806152468161,5,1,1,3,1
"FT5053",511.337775374509,511.328178134624,511.338402850787,30.9391531508779,30.6237100477579,34.7482953647121,9,2,2,4,1
"FT5054",511.383804695147,511.382901367736,511.386324620336,28.7521712319942,28.4314013618418,29.0495996324908,9,3,2,4,1
"FT5055",511.395920207928,511.393487046319,511.396898039924,35.424037611594,34.9752455314349,35.9668071521783,5,3,2,0,1
"FT5056",511.739377917604,511.738913191182,511.740240485847,80.8895003714066,77.2565804801068,81.5747629254947,6,1,1,4,1
"FT5057",511.773314169047,511.771560844503,511.773962568923,85.5857681816643,84.3176735832589,88.0073165703018,3,0,0,3,1
"FT5058",511.884573360981,511.883336749397,511.884827142733,161.220282546275,160.790033019334,161.235958824877,5,3,2,0,1
"FT5059",511.942639736784,511.941900043264,511.94444044035,163.749424428261,163.136958988378,164.430145282124,7,2,1,4,1
"FT5060",512.100285511655,512.098447391647,512.100460193304,191.781516391151,191.717889898466,192.559979102353,3,0,3,0,1
"FT5061",512.203647137054,512.20057980464,512.207076265782,34.0749320027583,33.7307618259447,34.5848502964774,5,2,3,0,1
"FT5062",512.212569007358,512.211424828516,512.215261623982,26.4838867065174,26.198937514035,26.4974365311426,9,2,3,4,1
"FT5063",512.269419234759,512.268395891889,512.270486175413,27.8998820451525,27.8811030608319,28.1731945591857,6,3,3,0,1
"FT5064",512.39685632724,512.394473151662,512.398284556155,32.0883977044863,31.8638183110056,32.4689520512977,8,2,3,3,1
"FT5065",512.415971640366,512.414917078457,512.416446541056,28.1545709109482,27.8531960458388,28.4555232455263,7,2,1,4,1
"FT5066",512.564579312099,512.563448023142,512.56514558261,147.639425188014,146.925570718222,147.837940564828,5,1,1,3,1
"FT5067",512.603143202184,512.601848758197,512.604291487238,145.046881475979,143.286944533298,145.884386050733,9,2,3,4,1
"FT5068",512.645389842139,512.644367864565,512.646507088973,144.297723165506,142.734334251426,145.326201746872,10,3,3,4,1
"FT5069",512.78093073906,512.780342130154,512.78161014882,136.107174041023,134.999305430571,138.347989388594,10,3,3,4,1
"FT5070",512.826543032535,512.825736167784,512.828284927058,141.541032482329,140.580882204305,142.241700308029,8,3,3,2,1
"FT5071",512.917638604063,512.914589608562,512.919638433892,167.296283829654,162.728836978601,167.489232064892,8,2,2,3,1
"FT5072",512.938666587156,512.936426659127,512.940659304166,200.770372807727,200.221990016056,201.75341854985,9,3,2,4,1
"FT5073",512.967812664251,512.966975154004,512.968441882131,166.823325358785,166.766006404533,167.292714231573,9,3,2,4,1
"FT5074",513.001656140199,512.999748993227,513.00264298646,202.893809542602,202.565364995393,203.161110158887,4,0,1,3,1
"FT5075",513.057463328522,513.05659025327,513.05892012491,160.944252664865,160.513007575667,161.234569712767,5,2,3,0,1
"FT5076",513.065469092663,513.06410630759,513.065816017268,169.057925219363,168.778381613159,169.226741120776,10,3,3,4,1
"FT5077",513.216686372264,513.21640428102,513.217909604929,26.4884033147258,26.4733029332166,26.4929258361376,5,2,3,0,1
"FT5078",513.281817144961,513.281344092822,513.285852057548,29.9668016342338,29.2738243795654,30.1894324007722,6,1,2,3,1
"FT5079",513.354626492361,513.353428448385,513.354992741841,30.9486152859824,30.6606860647485,31.2669556826232,9,2,3,4,1
"FT5080",513.398223248447,513.396434424879,513.403761562676,32.1175420467152,31.7808126225435,32.3315292140496,8,2,3,3,1
"FT5081",513.418757370748,513.418330302316,513.419224450767,28.0316293038692,27.8531960458388,28.1698051210976,4,0,0,4,1
"FT5082",513.773331396057,513.772024152907,513.774792212602,144.661891938848,143.371935999677,145.047109219405,9,2,3,4,1
"FT5083",513.894575472638,513.890521704194,513.900431066847,161.496310658512,161.236019830433,161.651307361317,5,2,3,0,1
"FT5084",513.91567760488,513.914098419405,513.916616667771,211.780251114729,207.913541083959,212.681080048685,10,3,3,4,1
"FT5085",513.977670805511,513.976230023837,513.984206265079,166.822337134668,166.604147222002,167.659911479739,5,1,3,1,1
"FT5086",514.011959049649,514.010728731147,514.01254339897,168.219372347981,167.873182404292,168.397591642488,8,3,2,3,1
"FT5087",514.059841992438,514.0582646099,514.061309418129,179.158940155173,179.059260239728,179.254555196227,4,1,3,0,1
"FT5088",514.067433983868,514.066009548919,514.068581711827,169.010936820044,168.498863648612,169.158682839459,8,1,3,4,1
"FT5089",514.097726825278,514.096847494954,514.099014080659,192.147276212757,191.781516391151,192.469392790687,6,3,3,0,1
"FT5090",514.173611511407,514.172747921825,514.17505182988,163.51511555232,163.414801404057,163.980465721744,6,1,1,4,1
"FT5091",514.394861021992,514.39465445513,514.400957206244,29.2847193155961,29.2384044531283,29.5523758308573,5,0,1,4,1
"FT5092",514.642820818577,514.642562913275,514.64354709639,144.297723165506,142.734334251426,145.326201746872,10,3,3,4,1
"FT5093",514.703878295662,514.703228325434,514.704731518854,155.975241551771,154.878412295868,156.210340993887,7,3,1,3,1
"FT5094",514.779895786465,514.778041301607,514.780872936533,136.673287475359,135.276961391454,138.337013458376,9,2,3,3,1
"FT5095",514.888773111881,514.887574203563,514.889643968199,208.236523147618,208.096369467174,208.472600731968,3,0,0,3,1
"FT5096",515.02830256414,515.028049363302,515.029058735794,163.47060653261,163.414801404057,164.028701015491,5,2,0,3,1
"FT5097",515.350711464132,515.349012641669,515.352052620065,26.2142916010138,25.9226393620688,27.9086876967903,7,3,3,1,1
"FT5098",515.370767904659,515.368079781048,515.371691290023,30.6689189190873,30.4318096039605,31.7808126225435,9,2,3,4,1
"FT5099",515.413095627777,515.412428211067,515.414201911879,25.5070955556094,25.3440178499892,25.6570401666853,10,3,3,4,1
"FT5100",515.646934292321,515.64548848947,515.6474108823,144.297723165506,142.813720182077,145.326201746872,10,3,3,4,1
"FT5101",515.771172765492,515.770657570089,515.772243842729,144.575280463687,143.371935999677,145.047109219405,10,3,3,4,1
"FT5102",515.860682168633,515.859813924704,515.861060388435,208.214797195173,208.096369467174,208.251941574437,4,0,0,4,1
"FT5103",515.860639062228,515.859585365026,515.860942569219,212.27537868918,211.857746201128,212.338760799798,4,1,3,0,1
"FT5104",515.980457159854,515.978699875441,515.983313211011,166.849448854837,166.26406775171,167.102744435212,8,3,1,4,1
"FT5105",516.248771811665,516.24826475859,516.249712009604,139.464442275077,138.906217402597,139.719680367462,10,3,3,4,1
"FT5106",516.24861506582,516.248599485556,516.249021223683,131.089671830202,130.813936784125,131.35844660253,3,0,0,3,1
"FT5107",516.36284097968,516.360803030819,516.364019360222,208.236523147618,208.096369467174,209.031657745738,3,0,0,3,1
"FT5108",516.372534644191,516.372104425745,516.373880553352,30.6606860647485,30.4318096039605,30.945135174084,7,1,2,4,1
"FT5109",516.388199769622,516.387057330414,516.390446239131,27.607871717938,27.6025560730272,27.8969468279399,5,2,3,0,1
"FT5110",516.416619162912,516.416044908531,516.417744339504,25.632992266213,25.3440178499892,25.6570401666853,10,3,3,4,1
"FT5111",516.561089060197,516.559065768923,516.561767079148,147.821799862662,147.42651145834,148.046260395345,7,3,1,3,1
"FT5112",516.640267974214,516.639643038176,516.640835972506,144.297723165506,142.813720182077,145.326201746872,10,3,3,4,1
"FT5113",516.744543853473,516.744095155886,516.745272916706,155.235888501743,154.326081956721,155.651974965713,10,3,3,4,1
"FT5114",516.745235607067,516.744904401969,516.745691798731,161.373522611793,160.405261733132,161.516258890018,5,1,1,3,1
"FT5115",516.920262350864,516.920025509284,516.922395949234,200.962094683099,200.923482751121,201.052483187972,3,0,0,3,1
"FT5116",516.998659222457,516.997410476737,517.00193746691,167.102219332499,161.235958824877,167.489232064892,11,3,3,4,1
"FT5117",517.023641384304,517.021601865473,517.02554831587,164.525737742254,162.616892660878,164.674701968079,5,2,0,3,1
"FT5118",517.111015459195,517.109402377377,517.111434953151,180.829228721652,180.442271673044,181.083100301994,6,3,3,0,1
"FT5119",517.252494137308,517.247979270994,517.254930110984,139.463991866832,138.906217402597,139.969869703094,9,3,3,3,1
"FT5120",517.371294369749,517.370372530079,517.37276651694,28.1672660860727,28.1302459421006,28.1946688677283,10,3,3,4,1
"FT5121",517.415084897092,517.41435420568,517.416672442541,25.6370367440872,25.3440178499892,25.6612572779358,10,3,3,4,1
"FT5122",517.643936921711,517.642681494211,517.645530952015,144.385884412354,143.010311817757,145.326201746872,7,2,2,3,1
"FT5123",517.844748797999,517.844339744389,517.846350423032,30.549051023375,30.3996390229111,30.6606860647485,4,0,0,4,1
"FT5124",517.936678785019,517.935338517129,517.938096284569,212.696689912199,212.617269992358,212.992004151941,7,1,2,4,1
"FT5125",517.998002517598,517.995284559925,518.000602975255,167.66103617526,167.101694229786,167.939345509755,9,2,3,4,1
"FT5126",518.113303841329,518.112375428017,518.114054757879,180.829228721652,180.442271673044,181.083100301994,6,3,3,0,1
"FT5127",518.114085512639,518.112892179007,518.116254594047,163.705367855738,163.190655220712,164.028701015491,6,2,1,3,1
"FT5128",518.240902829326,518.238524421745,518.244358961207,35.3948810361341,34.009325521964,35.8878818597698,5,0,1,4,1
"FT5129",518.259345555464,518.258126853973,518.26061096521,139.16588015752,138.627103782174,139.442065266673,6,3,2,1,1
"FT5130",518.374182261359,518.371778054377,518.375045650134,28.1714998401417,28.1302459421006,28.4433622696073,10,3,3,4,1
"FT5131",518.41469898851,518.413026324994,518.41774266847,25.6289941217353,25.3600024705611,25.6570401666853,9,3,2,4,1
"FT5132",518.511969985578,518.509996780405,518.512730298393,197.30091007228,196.483708238381,199.830315243315,11,2,3,4,1
"FT5133",518.599403781687,518.598071949325,518.602495428693,147.829678295704,147.000381006694,148.046260395345,10,3,3,4,1
"FT5134",518.638144652526,518.637451206642,518.639153472066,144.297723165506,142.734334251426,145.325552618184,10,3,3,4,1
"FT5135",518.669234156977,518.668217252959,518.669796687853,155.651974965713,155.094015633029,155.905544678637,5,1,1,3,1
"FT5136",518.741640139832,518.740831185161,518.742407968658,155.120733863508,154.326081956721,155.651974965713,10,3,3,4,1
"FT5137",519.014567518058,519.011274171447,519.015246135317,196.885097091012,196.469475712903,199.523730247267,8,3,3,0,1
"FT5138",519.110918063937,519.109900665141,519.111834787687,180.580712489396,180.364947529309,180.803465682546,5,3,2,0,1
"FT5139",519.142699717958,519.142211024735,519.145038023416,36.6370946471274,36.4431518503945,36.7873486385554,4,0,0,4,1
"FT5140",519.218746964736,519.21604121441,519.219468285169,34.1019559125119,33.843863253912,34.5735403536337,3,3,0,0,1
"FT5141",519.262231253511,519.258469309597,519.265047035273,33.3946610057098,32.6165027881495,34.2948871611565,7,1,2,4,1
"FT5142",519.284581894438,519.283886423866,519.285072906849,146.372064488079,145.325768994413,146.541864192887,8,2,2,4,1
"FT5143",519.318588547396,519.312712503918,519.324869915947,33.2781466922086,29.3025043189926,34.0024133486664,5,3,1,1,1
"FT5144",519.331664643736,519.330493068877,519.333550819198,28.1621880160229,28.1302459421006,28.1946688677283,4,0,0,4,1
"FT5145",519.403483995956,519.40278853303,519.404995805921,31.50225165151,30.9486152859824,31.8285553865295,9,2,3,4,1
"FT5146",519.785643184707,519.785243946186,519.786566406316,146.372064488079,145.325768994413,146.541864192887,8,2,2,4,1
"FT5147",519.915192653893,519.914350931874,519.916782709074,161.366165244472,161.067042480758,161.651307361317,6,3,3,0,1
"FT5148",519.93384779537,519.9333736634,519.935089880176,212.944990453549,212.682200396112,213.271705222898,5,0,1,4,1
"FT5149",520.121687620729,520.120939531646,520.122529520818,189.527639194869,189.283073672508,189.979448604081,7,3,3,1,1
"FT5150",520.146949199469,520.145669688469,520.148094168125,36.7873486385554,36.5317505386995,37.0272588118601,3,0,0,3,1
"FT5151",520.277764953266,520.275391096332,520.281003916493,33.7826765842644,33.4521973981557,34.4633979139619,10,3,3,4,1
"FT5152",520.285267483261,520.28408569346,520.286512345739,145.994675959228,139.974017643358,146.442544768188,12,3,3,4,1
"FT5153",520.333071389543,520.332181844186,520.33411257725,42.7620960431476,42.3674211176538,43.1341301916094,10,3,3,4,1
"FT5154",520.332883253383,520.33167898034,520.33870047608,34.0254155538673,28.1545709109482,34.5806152468161,11,3,3,4,1
"FT5155",520.5992817857,520.598160612425,520.600666962582,147.87587827313,147.000381006694,148.117022963215,10,3,3,4,1
"FT5156",520.63620596258,520.634765084837,520.637428189948,144.297723165506,142.813720182077,145.326201746872,10,3,3,4,1
"FT5157",520.665772844522,520.664477792765,520.666829078572,155.525181893268,154.984574866537,155.652982341379,6,2,1,3,1
"FT5158",520.738858274874,520.737683361423,520.739800469853,155.120555399189,154.326081956721,155.599492533452,10,3,3,4,1
"FT5159",520.739402656715,520.738363105096,520.739822407523,142.772800350871,141.630377814809,144.072078765689,7,2,3,2,1
"FT5160",520.739404478564,520.738179039842,520.739708454262,161.026221908992,160.405261733132,161.516258890018,6,1,3,2,1
"FT5161",520.787096879346,520.785587215948,520.788989843621,146.015861962312,143.595724886943,146.31745614291,8,2,2,3,1
"FT5162",520.935632381274,520.933905461531,520.936725255945,212.992004151941,212.128342998895,213.07382564658,3,0,0,3,1
"FT5163",521.004487550363,521.002922916576,521.005745203932,167.340186151756,166.880850868747,167.489232064892,10,3,3,4,1
"FT5164",521.054801905939,521.052233692135,521.057585459832,166.849448854837,166.5429840896,167.211109887402,6,1,2,3,1
"FT5165",521.105519869783,521.104616522812,521.105778128464,180.344756442579,179.969252146121,180.580712489396,6,3,3,0,1
"FT5166",521.124904332549,521.124324557465,521.12563529359,189.511547731296,189.192119327436,189.979448604081,6,3,3,0,1
"FT5167",521.277756695531,521.272818818829,521.28045832324,34.2259934654594,33.5610064856041,34.5593905672688,9,3,2,4,1
"FT5168",521.311913102961,521.306533553441,521.315422195933,28.9952757918124,28.711081267161,29.0205266995622,3,0,3,0,1
"FT5169",521.336370923064,521.334130510099,521.338794665391,34.0162376952616,28.1545709109482,34.5031277623601,11,3,3,4,1
"FT5170",521.420132161224,521.418467191287,521.421407509241,31.2728593514024,27.3192094459805,31.6141445420419,14,3,3,4,1
"FT5171",521.912877980142,521.912343175891,521.91488073662,161.365440185639,161.067042480758,161.515508689848,4,3,1,0,1
"FT5172",521.933474853227,521.933018350219,521.934414653727,212.797350266947,212.405269256988,213.271705222898,3,0,0,3,1
"FT5173",521.93863676364,521.937905774974,521.939287476605,169.05838313244,168.778381613159,169.226741120776,7,2,1,4,1
"FT5174",522.014537368783,522.013475363705,522.016343484106,167.520764954148,167.157587671363,167.767390463656,8,2,3,3,1
"FT5175",522.064173229672,522.063348272025,522.064572197446,194.109659090667,193.675866598671,194.406094093088,6,3,3,0,1
"FT5176",522.107918886819,522.107125729754,522.109544882913,180.444388692578,180.165683029311,180.580712489396,6,3,3,0,1
"FT5177",522.112524253038,522.110610245142,522.116901221361,191.749023797833,190.888415953446,192.058088648594,5,2,3,0,1
"FT5178",522.281051808518,522.27018150966,522.28262114156,33.8844284004298,32.9952843297852,34.5031277623601,6,1,2,3,1
"FT5179",522.306129166802,522.305044942119,522.30654338054,139.737477723154,138.906217402597,140.245942078228,10,3,3,4,1
"FT5180",522.337066296525,522.336001358809,522.339315903429,34.1019559125119,33.7307618259447,34.5735403536337,9,3,3,3,1
"FT5181",522.375013518459,522.374870160659,522.37624683649,30.2680386073347,30.1209088833577,30.3822223445105,4,0,0,4,1
"FT5182",522.423363892342,522.422385447513,522.425853571413,31.50225165151,31.228318232988,31.6141445420419,9,2,3,4,1
"FT5183",522.597086840205,522.595817015846,522.59848612824,147.943633834739,147.000381006694,148.117022963215,10,3,3,4,1
"FT5184",522.674232691221,522.673645883467,522.674896614195,144.02017097588,142.458354027589,145.032007720414,10,3,3,4,1
"FT5185",522.735997811371,522.734973794799,522.736539887404,155.147095165349,154.326081956721,155.627230324604,9,3,2,4,1
"FT5186",522.877112748951,522.875352674627,522.880386013309,30.3644335792038,30.1209088833577,30.4743919989921,4,0,0,4,1
"FT5187",522.98614268863,522.985484589562,522.987086754098,202.955908150331,202.565364995393,204.366773014143,10,3,3,4,1
"FT5188",523.048063138589,523.047648481769,523.049274114656,168.779381111295,168.541503558352,168.963490507647,9,3,2,4,1
"FT5189",523.061883687401,523.060822449312,523.062943253331,192.2725825689,192.002790444249,192.469392790687,6,3,3,0,1
"FT5190",523.110293307045,523.108181016531,523.111790265366,180.523829855847,180.087360853163,180.849927534111,3,3,0,0,1
"FT5191",523.193769725828,523.19216406648,523.196585256078,34.0904548099115,33.9488751952226,34.3018817658085,4,0,0,4,1
"FT5192",523.302192763373,523.294618488832,523.305389091614,28.1780930366412,28.1517202506432,33.7307618259447,5,1,3,1,1
"FT5193",523.43274770703,523.431126837797,523.434968291927,31.4755300942828,27.607871717938,31.6141445420419,10,2,3,4,1
"FT5194",523.478222687934,523.475737709117,523.478735356979,196.896240587576,196.469475712903,199.524784473256,7,3,2,0,1
"FT5195",523.677851435454,523.676446254553,523.680549805962,144.02017097588,142.458354027589,145.046425989128,10,3,3,4,1
"FT5196",523.935904444455,523.935045675564,523.937201663671,169.019404833445,168.81830695449,169.058841045518,6,2,1,3,1
"FT5197",523.927588553934,523.924391341306,523.93222117667,161.515696239891,161.067042480758,161.772336800522,6,3,3,0,1
"FT5198",523.987235108518,523.985987234293,523.989138721625,203.132539473687,202.640794268916,204.366773014143,10,3,3,4,1
"FT5199",524.12941298809,524.12898478423,524.131190431637,163.522394283458,163.136958988378,164.152201725624,6,1,1,4,1
"FT5200",524.247513115582,524.246340295958,524.2491750775,28.7193646972728,28.4589040140522,29.0201819152832,6,3,3,0,1
"FT5201",524.277644871437,524.27418502361,524.280833267951,34.5806152468161,34.2808979518526,35.9593323852363,5,1,1,3,1
"FT5202",524.436973900727,524.434948322865,524.438090378657,31.2787630201817,31.228318232988,31.6141445420419,7,2,1,4,1
"FT5203",524.446477547373,524.446283575492,524.45136087476,26.7450228829021,26.4974365311426,26.7623227753889,3,0,0,3,1
"FT5204",524.59559483502,524.593942663384,524.596489868118,148.036929141348,147.000381006694,148.323796358784,10,3,3,4,1
"FT5205",524.671631794253,524.671189099641,524.672744751134,144.02017097588,142.458354027589,145.032007720414,10,3,3,4,1
"FT5206",524.854041692946,524.853581990591,524.854761043404,30.3909306837108,30.0695865216156,30.4743919989921,4,0,0,4,1
"FT5207",524.986452953445,524.985458816068,524.987580682078,203.167646212512,202.841813733082,204.09012102076,8,3,2,3,1
"FT5208",525.008629214278,525.007901809717,525.009480528946,201.202765048674,200.682281004877,201.75341854985,10,3,3,4,1
"FT5209",525.149828406724,525.148271498374,525.151408993154,38.1554380210739,36.8827443466449,38.7358362813725,6,1,1,4,1
"FT5210",525.245848779809,525.235429105924,525.247685002367,34.0749320027583,28.4555232455263,34.3842630977944,9,2,2,4,1
"FT5211",525.279254772696,525.27672401158,525.281965472333,27.3370631051963,27.0501820446719,27.8901904798065,3,3,0,0,1
"FT5212",525.288236241938,525.287396993787,525.289341452598,42.9339009482826,42.6992460526572,43.4163138174723,8,1,3,4,1
"FT5213",525.288141455371,525.287726600544,525.294614265077,33.8196462362283,29.8421788292906,34.4633979139619,11,3,3,4,1
"FT5214",525.39911875591,525.397834510076,525.400502454467,28.7459438540619,28.6843089068121,28.9899185711696,4,0,0,4,1
"FT5215",525.675688533743,525.675191321559,525.67592038227,143.85780880829,142.458354027589,144.895419189986,8,2,3,3,1
"FT5216",525.799580881931,525.798204584942,525.801471819633,144.569437232825,143.318215261972,144.895419189986,8,2,2,4,1
"FT5217",525.985743841514,525.984208901022,525.985992352513,203.161110158887,202.841813733082,203.200326480635,3,0,0,3,1
"FT5218",526.011866827933,526.010320767803,526.012733256255,201.222467079762,200.498779800382,201.600402588556,10,3,3,4,1
"FT5219",526.29034556317,526.289426865341,526.292311173239,34.2259934654594,33.4521973981557,35.9593323852363,11,3,3,4,1
"FT5220",526.293165726612,526.291600922102,526.29369126956,138.347989388594,137.78975833086,138.865278350818,10,3,3,4,1
"FT5221",526.431637123361,526.430727275162,526.43323331734,28.1545709109482,27.8531960458388,28.1780930366412,9,2,3,4,1
"FT5222",526.5937840586,526.591885829458,526.595215437326,148.10053454001,147.000381006694,148.249199991807,7,2,2,3,1
"FT5223",526.669724276725,526.669261431953,526.670599809806,144.02017097588,142.458354027589,145.032007720414,10,3,3,4,1
"FT5224",526.732247187254,526.73108819459,526.736877002745,81.1698107778422,77.2565804801068,81.8543279657121,6,1,1,4,1
"FT5225",526.756997891659,526.756392868624,526.758505856239,77.2328403089638,73.6157219032222,80.1770433021871,7,2,2,3,1
"FT5226",526.773587583851,526.772765097538,526.773980649832,154.595063141859,153.860271890251,155.070415318892,9,3,2,4,1
"FT5227",526.773788942013,526.773131958179,526.775226047446,161.505722124138,160.958125095185,161.795440988725,10,3,3,4,1
"FT5228",526.941456131923,526.939745451304,526.942101283939,202.437246311349,202.06808568906,205.970613954845,9,2,2,4,1
"FT5229",527.005233250568,527.004427671921,527.00679802772,201.222467079762,200.643939561656,201.600402588556,10,3,3,4,1
"FT5230",527.143422376628,527.140113053125,527.144253697365,176.605579345076,176.292272386974,176.888257598997,7,3,1,3,1
"FT5231",527.1586370456,527.157831798333,527.159039149205,196.76374922018,196.347864551546,199.525838699244,9,1,0,4,1
"FT5232",527.185240479903,527.179832673394,527.186737136985,26.4884033147258,26.1936391867608,26.4929258361376,7,3,3,1,1
"FT5233",527.260590667215,527.252325409259,527.261622696449,27.8716932628226,27.3288159518428,32.3901553928889,11,3,3,4,1
"FT5234",527.294968147827,527.290238893891,527.296815244918,34.1485678235571,33.5133467042192,35.6807634601426,8,2,3,3,1
"FT5235",527.296437038889,527.295389175935,527.297015637798,138.604515885061,137.78975833086,138.865278350818,6,3,2,1,1
"FT5236",527.301475855146,527.300384022687,527.302414075996,25.9205010347351,25.6289941217353,27.312322295377,8,2,2,4,1
"FT5237",527.333015562098,527.331952927488,527.333626896432,29.0054730566794,28.4433622696073,29.6195045013778,10,3,3,4,1
"FT5238",527.392600079579,527.387119070704,527.394696549585,27.3295864400831,26.4733029332166,27.6199413380025,6,2,3,1,1
"FT5239",527.9283923389,527.926907517137,527.92968163352,167.568857665765,167.157587671363,167.767390463656,7,3,2,2,1
"FT5240",527.944461523207,527.943691005394,527.946324726242,202.305119015015,202.081252721119,204.930069805486,4,0,0,4,1
"FT5241",527.963971303833,527.962248351168,527.965087628834,196.622001408209,193.39576300171,197.603199910811,10,3,2,4,1
"FT5242",527.993291773906,527.990131260795,527.994866505158,167.299853427735,167.042722205943,167.382168204948,7,3,0,4,1
"FT5243",528.006231326076,528.004806634277,528.006956093684,200.794225158138,200.498779800382,200.923482751121,4,0,0,4,1
"FT5244",528.11302887934,528.112727055339,528.113431409943,185.017988499929,184.72492779893,185.144216929532,4,1,3,0,1
"FT5245",528.132501521667,528.132108075687,528.135348568226,189.766976099129,189.56901801662,189.805309649293,4,1,3,0,1
"FT5246",528.187223731888,528.186185636285,528.189228695959,26.4808590371746,26.1962883503979,26.4929258361376,6,3,3,0,1
"FT5247",528.268269469161,528.266616196517,528.26897191916,143.446337755715,142.813720182077,144.109886638449,6,3,3,0,1
"FT5248",528.264785802133,528.263450777757,528.265862681572,27.6199413380025,27.3240126989117,27.8901904798065,5,3,2,0,1
"FT5249",528.304080810306,528.302922137586,528.306900732874,25.6549316110601,25.6289941217353,27.312322295377,6,1,1,4,1
