"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","CTR","CVD","QC","ms_level"
"FT0230",114.892801455944,114.892495850007,114.893047781115,146.349234549495,144.767534905936,146.541864192887,10,3,3,4,1
"FT0231",114.987458651448,114.987076034429,114.98761478902,203.361048170398,203.118254131087,204.643436953183,10,3,3,4,1
"FT0232",115.01588253041,115.015485900987,115.01605190563,206.257185702414,206.037394238603,208.516995968466,4,1,0,3,1
"FT0233",115.068700720873,115.068288658348,115.069748042737,136.657414601756,136.395442984833,137.232104015882,5,1,1,3,1
"FT0234",115.068721038324,115.068417842549,115.068849060492,76.9440174176244,76.4258204871468,79.4954799338925,5,1,3,1,1
"FT0235",115.068673823635,115.068430345953,115.068775472859,82.4441277957266,81.4356612876633,83.0730937960923,4,1,0,3,1
"FT0236",115.074881971818,115.074230418583,115.075306393719,26.4929199229342,25.9139799123797,28.7167323562754,7,3,3,0,1
"FT0237",115.086499783327,115.08616905379,115.086870944315,193.976766216132,193.692753094738,194.406094093088,10,3,3,4,1
"FT0238",115.94117925277,115.940663921076,115.941572166517,201.896879678363,200.962094683099,202.589739347368,10,3,3,4,1
"FT0239",115.957608810629,115.957440864452,115.957711815279,212.622667085259,211.857746201128,212.943283896424,6,2,3,1,1
"FT0240",115.963710087917,115.963508002936,115.96403146273,201.759968888177,200.923482751121,202.310524667135,10,3,3,4,1
"FT0241",116.016168262165,116.016059551808,116.016624385985,33.8196462362283,33.4521973981557,34.2808979518526,7,2,2,3,1
"FT0242",116.03400720218,116.033761932012,116.034403704863,181.476349754911,181.357429813578,181.680425766546,6,2,0,4,1
"FT0243",116.070529290026,116.070229684299,116.070893451626,193.976766216132,193.692753094738,194.406094093088,10,3,3,4,1
"FT0244",116.070683702533,116.070073718354,116.071051909203,166.961786537345,165.775712660345,167.568857665765,10,3,3,4,1
"FT0245",116.070328054826,116.070022366122,116.070739210142,158.459588303648,157.917845163138,158.722917145959,9,3,2,4,1
"FT0246",116.10671345327,116.106337110047,116.107146729019,34.0254155538673,30.6665804309842,34.7482953647121,9,2,3,3,1
"FT0247",116.524830008315,116.524538123363,116.524956510791,203.161110158887,202.841813733082,203.453832640473,5,1,0,4,1
"FT0248",116.890691085998,116.890368938987,116.890839420907,146.185591185956,145.325768994413,146.442544768188,10,3,3,4,1
"FT0249",117.073855357283,117.073239105061,117.078158534913,193.955577888728,191.158467223167,194.406094093088,13,3,3,4,1
"FT0250",117.959363165665,117.959034128036,117.95948490671,201.744664350205,201.203036932383,202.153693994615,9,3,2,4,1
"FT0251",118.065300588547,118.064712609353,118.065644994001,152.853244837953,152.283544169879,153.31887078333,7,2,1,4,1
"FT0252",118.07956535628,118.079304209268,118.079873900592,191.446471181921,191.158467223167,191.916062161183,10,3,3,4,1
"FT0253",118.086256004891,118.085888577453,118.086411558583,150.121293363644,147.558583100598,152.304365640711,20,3,3,4,1
"FT0254",118.086248468675,118.085749612561,118.08642197554,163.749520510248,163.136958988378,164.152201725624,10,3,3,4,1
"FT0255",118.086069161998,118.085937735781,118.086292023608,159.002336047215,156.183826305411,159.560512730567,11,3,3,3,1
"FT0256",118.122455298301,118.121957938722,118.122531586842,33.5373311798959,33.2325507147437,34.3018817658085,7,2,2,3,1
"FT0257",119.085260130934,119.084790697463,119.085659056708,29.8671546908986,26.7737318199786,30.1894324007722,11,3,3,4,1
"FT0258",119.089213347862,119.088860691421,119.089701233201,163.47060653261,158.47055520697,164.152201725624,13,3,3,4,1
"FT0259",119.68758987138,119.686507721588,119.687945572067,170.635601395148,170.176335615564,171.015279911672,8,3,1,4,1
"FT0260",120.003015850391,120.002562916649,120.003427905658,167.939908733523,167.660473827499,168.323811017905,10,3,3,4,1
"FT0261",120.065525624696,120.06511882561,120.065862420167,170.544646382856,170.176335615564,170.886080818135,10,3,3,4,1
"FT0262",120.08065176791,120.080361454189,120.080877639425,152.196055664359,151.446922773186,152.669747250189,9,3,2,4,1
"FT0263",121.019370978568,121.018994004344,121.019459780602,209.065703306905,208.661222794345,209.325978188972,6,3,3,0,1
"FT0264",121.064482132482,121.064187200722,121.064787809306,30.3880279039773,30.1665912283007,30.4743919989921,7,1,2,4,1
"FT0265",121.068381611839,121.068015530978,121.068755974758,170.459741718576,170.176335615564,170.886080818135,10,3,3,4,1
"FT0266",121.083827194309,121.083399762572,121.084292059838,152.196055664359,151.465613987206,152.669747250189,9,3,2,4,1
"FT0267",121.100679858971,121.100050136315,121.101209778873,31.8285553865295,27.9028172623651,32.1257285913912,5,2,3,0,1
"FT0268",121.966585879173,121.965175691347,121.967101839567,210.459454697261,206.713357521578,211.006851543551,9,3,2,4,1
"FT0269",122.069899877674,122.069674875833,122.070187112002,170.459741718576,170.176335615564,170.886080818135,10,3,3,4,1
"FT0270",122.084301213922,122.082946577995,122.084676298748,167.299853427735,166.821843022609,167.568857665765,9,3,3,3,1
"FT0271",122.085273172433,122.084908779262,122.085911642399,158.018483785705,157.641497783474,158.317555397595,5,2,3,0,1
"FT0272",122.096158533126,122.095773998342,122.096460892089,33.7239333982054,32.3901553928889,34.0231498685592,9,2,3,4,1
"FT0273",122.096197149679,122.096092247349,122.096480066575,11.8339039987397,10.612565893455,12.7726611859491,6,2,3,1,1
"FT0274",122.963979809614,122.963498626663,122.964261323521,205.461198632612,202.012419063498,210.626503098577,12,1,3,4,1
"FT0275",122.963851547422,122.963640944992,122.964277751083,236.166199547264,230.487012979853,238.515644273879,12,2,3,2,1
"FT0276",122.963853253286,122.963666532953,122.96399413237,224.222202069347,219.179345601342,228.314273160214,11,1,3,1,1
"FT0277",123.006683294799,123.006354303896,123.007205192257,167.906263957024,167.660473827499,168.323811017905,8,2,3,3,1
"FT0278",123.09371433986,123.093161290254,123.094556398471,163.609681196572,163.414801404057,163.849270907974,4,1,0,3,1
"FT0279",124.073175939593,124.072854322042,124.073618419197,170.459741718576,170.176335615564,170.886080818135,10,3,3,4,1
"FT0280",124.086650133934,124.086531868376,124.087023448047,31.5710170004768,31.50225165151,31.8990812354817,10,3,3,4,1
"FT0281",124.087130731137,124.086959403327,124.087438772071,184.458963438154,184.302010828143,184.867665371308,9,3,3,3,1
"FT0282",124.090204588806,124.089589622319,124.091015910192,159.428678550886,158.849872827566,159.563754054886,9,3,2,4,1
"FT0283",124.089448178377,124.089330048647,124.08962244651,10.612565893455,10.2384274166858,15.5410566482991,7,2,3,2,1
"FT0284",124.099880804936,124.099534855394,124.100221132943,163.749520510248,163.414801404057,164.152201725624,10,3,3,4,1
"FT0285",124.099849766938,124.099603383356,124.100134412739,152.023911766197,151.641266449101,152.304365640711,7,3,2,2,1
"FT0286",124.681955275288,124.681401836946,124.682277482814,170.455880133686,170.090377009803,170.886080818135,7,2,2,3,1
"FT0287",124.922465214092,124.922158876418,124.922607716131,142.770177621379,141.697308393955,144.895419189986,8,3,2,3,1
"FT0288",124.964119167606,124.963818647329,124.964395228411,201.775273426149,201.052483187972,207.662654109535,11,3,3,4,1
"FT0289",125.02649362921,125.026150826209,125.027035537884,209.065703306905,208.661222794345,209.325978188972,6,3,3,0,1
"FT0290",125.070901218192,125.070607517353,125.071619447018,33.8700018011753,33.4521973981557,34.1784962711565,6,2,1,3,1
"FT0291",125.075902535357,125.075579688352,125.076212203504,170.456048077407,170.176335615564,170.886080818135,10,3,3,4,1
"FT0292",125.105321651166,125.104771635142,125.106775897428,33.6971639155195,33.1736325449947,34.1784962711565,4,0,1,3,1
"FT0293",125.966132411205,125.965530055644,125.966506647116,201.482600725242,201.241897227141,202.153693994615,7,3,0,4,1
"FT0294",125.986000600261,125.985805829713,125.986552301727,237.282175399949,230.572710765745,239.231654784233,13,2,1,4,1
"FT0295",125.986166119894,125.984182640872,125.986736711652,211.857746201128,205.970613954845,212.943283896424,11,3,3,4,1
"FT0296",126.021928872471,126.021461482188,126.022164596268,169.057925219363,168.778381613159,169.226741120776,10,3,3,4,1
"FT0297",126.487633392384,126.487255385059,126.488035739864,208.354561939793,207.543187028457,209.08250372337,4,0,0,4,1
"FT0298",126.960390309567,126.960121690848,126.960542083415,201.759968888177,200.962094683099,202.310524667135,10,3,3,4,1
"FT0299",126.988732354569,126.988469634365,126.989074330832,211.796081974543,207.956751877108,212.943283896424,10,3,3,4,1
"FT0300",127.02422280592,127.023127523108,127.025686131489,169.158682839459,168.778381613159,169.634485855045,9,3,2,4,1
"FT0301",127.038125892459,127.037050069296,127.038563405649,168.453704036234,168.150132532778,168.602070719841,10,3,3,4,1
"FT0302",127.07971265251,127.079482710525,127.080339522625,170.471245171336,170.176335615564,170.645177440608,8,2,3,3,1
"FT0303",127.984178856015,127.983322102926,127.984422011465,211.989829290263,207.676976041954,212.666656596961,10,3,3,4,1
"FT0304",128.018229529681,128.017514981712,128.018443139514,169.057925219363,168.778381613159,169.226741120776,10,3,3,4,1
"FT0305",128.019129865485,128.018795695934,128.019488599957,203.453832640473,202.841813733082,204.643436953183,10,3,3,4,1
"FT0306",128.10153352367,128.100975826807,128.101746044664,152.023911766197,151.446922773186,152.669747250189,9,3,2,4,1
"FT0307",128.106756737842,128.1066011269,128.107069365145,31.1977486177535,30.945135174084,31.3292078073754,10,3,3,4,1
"FT0308",128.959032924924,128.958488112562,128.95949468746,201.896879678363,200.962094683099,202.310524667135,10,3,3,4,1
"FT0309",129.065620048315,129.065296914382,129.066112099813,167.381068652167,167.101694229786,167.767390463656,10,3,3,4,1
"FT0310",129.104507322559,129.104095233575,129.104981880119,152.110088403773,151.446922773186,152.669747250189,10,3,3,4,1
"FT0311",129.102010433388,129.101187673352,129.102556006232,191.193674033424,191.140344222812,191.44560262677,7,2,2,3,1
"FT0312",129.109859536575,129.109640217905,129.110062042077,31.2176237897127,30.9964434646553,31.3292078073754,7,2,1,4,1
"FT0313",129.979007716049,129.978748833722,129.979383150485,211.797155769974,208.096369467174,212.617269992358,10,3,3,4,1
"FT0314",129.987411236102,129.987297199674,129.987451229264,12.7328411585238,10.684533194147,12.8435845728553,5,1,1,3,1
"FT0315",130.049754140372,130.049470636782,130.050012582393,177.346964497942,177.122491290568,177.794867114228,10,3,3,4,1
"FT0316",130.049732771059,130.049481675117,130.050066959076,171.295074497558,170.735668084872,171.456934208486,8,3,2,3,1
"FT0317",130.049525443836,130.049280148039,130.049934737842,58.5940004501952,55.4901146456891,59.2401003593623,4,0,0,3,1
"FT0318",130.086158209329,130.085851648769,130.086620233248,191.207006486078,190.878755507035,191.639398932909,10,3,3,4,1
"FT0319",130.086159101649,130.085691323125,130.086593724577,148.629710200628,147.558583100598,154.225899748041,12,3,3,4,1
"FT0320",130.158792650176,130.158628299526,130.15897871294,31.7873917321626,31.547755346633,32.0091512224757,10,3,3,4,1
"FT0321",130.158776915151,130.158723227238,130.15890163383,39.836903465765,38.1663761782874,41.6550469257122,6,0,3,3,1
"FT0322",130.522179819076,130.521767672301,130.522633745013,203.410028894052,203.118254131087,206.236345457096,9,3,1,4,1
"FT0323",130.932878971631,130.932364109209,130.933574486626,210.598551706539,206.557825655587,211.006851543551,9,3,3,3,1
"FT0324",130.958258921849,130.957880663691,130.958881276455,208.384468771452,205.998221255441,209.275006534675,9,2,3,4,1
"FT0325",130.964738148721,130.963547420002,130.965490493375,236.867216274422,231.672297622776,239.498780133285,10,2,1,3,1
"FT0326",131.022499188524,131.022023067039,131.022980675968,203.268263700323,202.881517678402,206.515879863346,11,3,3,4,1
"FT0327",131.05280750016,131.052458769643,131.053509653889,177.346964497942,177.122491290568,177.794867114228,10,3,3,4,1
"FT0328",131.081575881286,131.081433212765,131.084514077396,36.2303498171661,30.9486152859824,36.4576025369219,5,0,2,3,1
"FT0329",131.089319271554,131.088780849792,131.089923730146,191.295558234337,190.878755507035,191.497094807399,10,3,3,4,1
"FT0330",131.162131235736,131.161372407855,131.162359397882,31.8152293105263,31.547755346633,32.0720246151344,8,2,2,4,1
"FT0331",131.521255392365,131.521002135838,131.521909521087,203.438495795194,202.841813733082,204.366773014143,10,3,3,4,1
"FT0332",131.685147741287,131.684619983066,131.685533946407,149.286173651353,148.936923876223,152.861147864588,7,2,0,4,1
"FT0333",132.065432805862,132.065188197639,132.065772503478,171.571684584988,171.295074497558,171.854122039661,10,3,3,4,1
"FT0334",132.076600479761,132.076035669857,132.076981045339,167.381068652167,167.101694229786,167.568857665765,10,3,3,4,1
"FT0335",132.101759856617,132.101512671163,132.10214360297,151.371394069358,148.936923876223,153.7738726975,18,3,2,4,1
"FT0336",132.101498777643,132.100671513392,132.102068378026,32.593172823874,32.1093555020393,33.0388153600559,8,3,2,3,1
"FT0337",132.101770115205,132.101569606334,132.101933252324,144.209831713385,144.150808959147,144.488668988527,7,2,1,4,1
"FT0338",132.499571105764,132.499220357704,132.499879039372,202.881517678402,202.361025395374,203.813478621237,5,1,0,4,1
"FT0339",132.64081173599,132.640679540619,132.642240513304,181.588820732354,181.357429813578,181.693955990952,6,2,0,4,1
"FT0340",132.95499917363,132.954648117255,132.955478299899,206.314188861905,205.998221255441,209.275006534675,7,2,1,4,1
"FT0341",133.031491994167,133.031184003353,133.032139966854,160.119426914737,159.801656882283,161.234569712767,9,3,2,4,1
"FT0342",133.060682317274,133.06023301595,133.060937189352,181.586109509326,181.27234873114,181.695271267004,10,3,3,4,1
"FT0343",133.068649196791,133.068152076275,133.069089870793,171.571684584988,171.295074497558,171.854122039661,10,3,3,4,1
"FT0344",133.097110113037,133.096675933721,133.097323812484,193.976766216132,193.692753094738,194.406094093088,10,3,3,4,1
"FT0345",133.104784835509,133.104568459114,133.105054038184,149.988812910673,144.209561918659,153.596440253531,15,3,1,4,1
"FT0346",133.956226584609,133.956013422919,133.957007941735,206.160099310765,205.998221255441,208.516995968466,5,1,0,4,1
"FT0347",133.972858586169,133.972480809752,133.973206671398,211.912367641467,211.578093233028,212.943283896424,6,3,3,0,1
"FT0348",133.973238056574,133.972844559814,133.973420501927,207.19199757461,207.074946480815,207.6982649099,4,0,0,4,1
"FT0349",134.018847682054,134.018153991577,134.019250445564,167.340186151756,166.880850868747,167.489232064892,10,3,3,4,1
"FT0350",134.044805718472,134.044369236824,134.045035652748,186.853104267991,186.250415676037,187.529916112532,8,3,3,2,1
"FT0351",134.063562187089,134.062962422737,134.06402355522,181.586109509326,181.198391730162,181.695271267004,10,3,3,4,1
"FT0352",134.081008127147,134.080580793929,134.081422954663,168.792869951843,168.498863648612,169.226741120776,10,3,3,4,1
"FT0353",134.099903959912,134.099342536088,134.100258390485,193.976766216132,193.692753094738,194.406094093088,10,3,3,4,1
"FT0354",134.106513549735,134.105562029519,134.106782162845,148.982995266246,148.936923876223,152.302752074661,6,0,1,4,1
"FT0355",135.080365400185,135.079709958154,135.080885060404,29.8650481040374,29.82984248885,30.1894324007722,10,3,3,4,1
"FT0356",135.092846564769,135.090816085849,135.101673015278,32.5262749738882,30.9486152859824,33.9488751952226,16,3,3,4,1
"FT0357",135.116276441626,135.115532416528,135.116765419509,28.159648980998,27.8969468279399,28.1863809521847,5,2,3,0,1
"FT0358",135.925831260462,135.925447763401,135.926455674496,202.020341257278,201.052483187972,202.430328218683,10,3,3,4,1
"FT0359",136.047713023019,136.047271135473,136.048156140177,167.660755001379,167.299853427735,168.045583856919,10,3,3,4,1
"FT0360",136.047927510086,136.04789973527,136.04807957497,83.4425105637885,81.1383651331937,83.6581909559502,4,1,0,3,1
"FT0361",136.063502189142,136.063201146162,136.063835734738,171.106436930898,170.735668084872,171.43944653173,10,3,3,4,1
"FT0362",136.076629482516,136.075184295226,136.08210026338,33.4827720511874,29.5501489840212,34.2808979518526,6,1,3,1,1
"FT0363",136.111863855548,136.111558447615,136.112492552562,32.4080510993223,32.0593750065932,32.753884949982,9,3,2,4,1
"FT0364",136.930740823769,136.930313801305,136.930923415339,212.014070716057,206.795413534263,213.240241900197,7,3,3,1,1
"FT0365",137.045637387063,137.045198934901,137.045741726404,119.092418259459,116.860051931522,120.305577869132,5,1,0,3,1
"FT0366",137.10341136962,137.102990239646,137.103759236175,191.180601378385,190.878755507035,191.639398932909,10,3,3,4,1
"FT0367",137.109243752308,137.10903777391,137.109313497447,90.20262501814,87.5393961511164,97.6077210168427,6,0,0,3,1
"FT0368",137.11169207842,137.110863879078,137.112823129546,32.4080510993223,32.0593750065932,32.753884949982,7,2,2,3,1
"FT0369",138.025555924204,138.02500169286,138.025857949964,167.382168204948,166.880850868747,167.568857665765,7,2,2,3,1
"FT0370",138.048956209224,138.048169051992,138.055286151753,160.119426914737,159.299666731241,162.473818036586,11,3,3,4,1
"FT0371",138.05468876957,138.054603303178,138.055042843348,148.395989822796,148.254580225862,148.525073613286,3,3,0,0,1
"FT0372",138.091004304548,138.090645294498,138.091807252994,33.9179419657449,33.5610064856041,34.5806152468161,10,3,3,4,1
